corpus,chunk1,chunk2,chunk3,score,joke
pitiáner,piti,án,er,,
rémülten,rém,ül,ten,,
rémülten,rém,ült,en,,
hahaha,ha,ha,ha,3,ha ha ha
django,dj,an,go,,
abbyvel,ab,by,vel,,
kakarotto,ka,kar,otto,,
etette,et,et,te,,
jogosítványom,jogosít,vá,nyom,,
hotelszobát,ho,tel,szobát,,
tereli,te,re,li,2,
hallásom,hall,ás,om,,
kevéske,kev,és,ke,,
rabszolgaként,rab,szolga,ként,,
szemétdombon,szemét,dom,bon,,
szemétdombon,szemét,domb,on,,
aranyosan,arany,os,an,,
szövetkezett,szövet,keze,tt,,
master,ma,st,er,,
szabadidőmben,szab,ad,időmben,,
önvédelemre,ön,védelem,re,2,
költök,kö,lt,ök,,
rendőrfőnököt,rend,őr,főnököt,,
rendőrfőnököt,rendőr,főnök,öt,,
rendőrőrsön,rend,őr,őrsön,,
rendőrőrsön,rendőr,őrs,ön,,
egyezne,egy,ez,ne,,
változnia,vált,oz,nia,,
valóságshow,valós,ág,show,,
valóságshow,valóság,sh,ow,,
látván,lá,tv,án,,
fatima,fa,ti,ma,,
looking,lo,ok,ing,,
nagymenők,nagy,me,nők,2,
nagymenők,nagy,men,ők,2,
akkorák,ak,ko,rák,,
tapasztalatokat,tapasztalat,ok,at,,
terrortámadás,terror,támad,ás,,
lovakra,lo,vak,ra,,
szedjenek,szed,je,nek,,
standing,st,an,ding,,
standing,st,and,ing,,
állásinterjú,áll,ás,interjú,,
monogám,mo,nog,ám,,
yagami,ya,ga,mi,,
takahashi,tak,aha,shi,,
egybevetve,egybe,vet,ve,,
jelentetted,jel,en,tetted,,
jelentetted,jelen,tett,ed,2,
jelentetted,jelent,et,ted,,
fiadra,fi,ad,ra,,
vérnyomásom,vér,nyomás,om,,
vérnyomásom,vérnyom,ás,om,,
áruljak,áru,lj,ak,,
életjeleket,él,et,jeleket,,
életjeleket,élet,jele,ket,,
életjeleket,élet,jelek,et,,
droidok,dr,oi,dok,,
naraku,na,ra,ku,2,
hobbes,ho,bb,es,,
kínálja,kín,ál,ja,,
utánanéz,után,an,éz,,
hélium,hé,li,um,,
alapanyag,al,ap,anyag,,
növelte,nö,vel,te,2,
kaphattam,kap,hat,tam,2,
főbejárat,főbe,jár,at,,
pénzemért,pénz,em,ért,2,
lányokért,lány,ok,ért,2,
lányokért,lány,oké,rt,2,
határvonal,ha,tár,vonal,,
határvonal,hat,ár,vonal,,
határvonal,határ,von,al,,
jelenlévők,jel,en,lévők,,
őrülttel,őr,ült,tel,,
találhatom,talál,ha,tom,2,
találhatom,talál,hat,om,,
tanulhatnál,tanul,hat,nál,2,
koleszban,kol,esz,ban,,
vishnu,vi,sh,nu,,
alfonso,alf,on,so,,
hazajöjjön,haza,jöjj,ön,2,
napkeltekor,nap,keltek,or,,
postaláda,pos,ta,láda,,
postaláda,posta,lá,da,,
liftből,li,ft,ből,,
városért,vá,ro,sért,,
városért,vár,os,ért,2,
bohócokat,bohóc,ok,at,,
ingorion,ing,or,ion,,
ingorion,ing,ori,on,,
céltudatos,cél,tudat,os,,
empátia,em,pá,tia,,
vesztegetés,veszteg,et,és,,
lábujj,lá,bu,jj,,
teszteli,tesz,te,li,2,
jelszóval,jel,szó,val,2,
társadalomba,társa,dalom,ba,,
házamnál,ház,am,nál,2,
jacksonnak,jack,son,nak,,
állatokra,áll,at,okra,,
állatokra,álla,tok,ra,,
állatokra,állat,ok,ra,2,
bántsalak,bánt,sal,ak,,
bántsalak,bánts,al,ak,,
fogorvosnál,fog,orvos,nál,3,fog orvos nál
minőségben,mi,nős,égben,,
minőségben,min,ős,égben,,
daniela,dan,ie,la,,
keféltem,ke,félt,em,,
kísérletezni,kísérlet,ez,ni,,
ortega,or,te,ga,,
lámpája,lám,pá,ja,,
hazamennem,haza,men,nem,2,
bulimra,bu,lim,ra,,
tanácsának,tanács,án,ak,,
csókolóztak,csókol,óz,tak,,
sikerülnie,sik,er,ülnie,,
christophe,chris,top,he,,
christophe,christ,op,he,,
mindenfajta,min,den,fajta,,
mindenfajta,mind,en,fajta,2,
mindenfajta,minden,faj,ta,,
tanultatok,tanul,ta,tok,,
tanultatok,tanult,at,ok,,
ügynökökkel,ügynök,ök,kel,,
kezdőknek,kezd,ők,nek,3,kezd ők nek
akaratomból,akar,atom,ból,,
akaratomból,akarat,om,ból,,
gondjaira,gond,ja,ira,,
gondjaira,gond,jai,ra,2,
halljon,ha,ll,jon,,
halljon,hal,lj,on,,
érzéseiket,érzés,ei,ket,,
égesse,ég,es,se,,
dadust,da,du,st,,
szomszédoknak,szomszéd,ok,nak,,
szögesdrót,szög,es,drót,,
adatokhoz,ada,tok,hoz,,
adatokhoz,adat,ok,hoz,,
sorában,so,rá,ban,2,
valljon,va,ll,jon,,
valljon,val,lj,on,2,
gondjait,gond,ja,it,,
raktárhoz,rak,tár,hoz,,
anatómia,ana,tó,mia,,
ragadok,ra,ga,dok,,
hagynotok,hagy,no,tok,,
hagynotok,hagy,not,ok,,
nevetve,ne,vet,ve,,
ugyanattól,ugy,an,attól,,
ugyanattól,ugyan,at,tól,2,
zavarosak,zavar,os,ak,,
tartályokat,tartály,ok,at,,
helyesebb,helye,se,bb,,
jelvényemet,jelvény,em,et,,
pápának,pá,pá,nak,,
pápának,pá,pán,ak,,
szabályozni,szabály,oz,ni,,
szállítottam,szállít,ot,tam,,
szállítottam,szállít,ott,am,,
netalán,ne,tal,án,,
netalán,net,al,án,,
városhoz,vár,os,hoz,2,
másnapra,más,nap,ra,3,más nap ra
alexandre,al,ex,andre,,
alexandre,alex,an,dre,,
alexandre,alex,and,re,2,
csinosan,csi,no,san,2,
csinosan,csi,nos,an,,
csinosan,csin,os,an,,
jelentőséget,jelent,ős,éget,,
jelentőséget,jelentős,ég,et,,
haverodnak,have,rod,nak,,
raktárnál,rak,tár,nál,,
rendelésre,rendel,és,re,2,
rendelnek,ren,del,nek,,
airlines,air,lin,es,,
simran,si,mr,an,,
tárgyalnak,tárgy,al,nak,,
helyreáll,hely,re,áll,3,hely re áll
oldottam,old,ot,tam,,
oldottam,old,ott,am,2,
önkéntesnek,ön,ként,esnek,2,
önkéntesnek,önként,es,nek,,
fejéről,fe,jé,ről,,
emlékezés,emlék,ez,és,,
bájitalt,báj,it,alt,,
fejemmel,fe,jem,mel,,
fejemmel,fej,em,mel,,
nyugtalanok,nyugta,lan,ok,,
emlékezünk,em,lé,kezünk,,
evezni,ev,ez,ni,,
hallgatózni,hallgat,óz,ni,,
kupola,ku,po,la,,
waller,wa,ll,er,,
menete,me,ne,te,,
dominikai,do,mini,kai,,
szülessen,szül,es,sen,,
szülessen,szül,ess,en,,
csinálhatott,csi,nál,hatott,,
csinálhatott,csin,ál,hatott,,
csinálhatott,csinál,hat,ott,3,csinál hat ott
gyorshajtásért,gyors,hajtás,ért,2,
faktor,fa,kt,or,,
emberismerő,ember,is,merő,2,
otthonukban,otthon,uk,ban,2,
írással,ír,ás,sal,,
írással,ír,áss,al,,
estélyi,es,tél,yi,,
estélyi,est,él,yi,,
engedélyeztem,engedély,ezt,em,,
hadsereghez,had,sereg,hez,,
évszázadokig,évszázad,ok,ig,,
bárpultnál,bár,pult,nál,2,
dohányos,do,hány,os,,
telefonhívások,telefon,hív,ások,,
telefonhívások,telefon,hívás,ok,,
segélyhívás,segély,hív,ás,,
hazamentél,haza,men,tél,,
hazamentél,haza,ment,él,2,
vállalnak,váll,al,nak,,
woodhull,wood,hu,ll,,
fennmarad,fenn,mar,ad,,
semerre,se,mer,re,2,
semerre,sem,er,re,2,
döntéseimet,döntés,ei,met,,
döntéseimet,döntése,im,et,,
lámpást,lám,pá,st,,
kristályokat,kristály,ok,at,,
mishima,mi,sh,ima,,
mishima,mi,shi,ma,,
csöndesen,csönd,es,en,,
négyezer,négy,ez,er,,
rudakat,ru,da,kat,,
sellők,se,ll,ők,2,
homoszexualitás,ho,mo,szexualitás,,
vállaltál,váll,al,tál,,
vállaltál,váll,alt,ál,,
vállaltál,válla,lt,ál,,
remegés,rem,eg,és,,
immunrendszere,im,mun,rendszere,,
busufej,bu,su,fej,,
fogkrémet,fog,krém,et,,
juthattak,ju,that,tak,,
juthattak,jut,hat,tak,2,
életbiztosítás,él,et,biztosítás,,
életbiztosítás,élet,biztosít,ás,,
mindenes,min,den,es,,
mindenes,mind,en,es,2,
létrehoz,lét,re,hoz,2,
holmijait,holmi,ja,it,,
ezeréves,ez,er,éves,,
ezeréves,ezer,év,es,,
színészet,szín,ész,et,,
végighallgatni,vég,ig,hallgatni,,
végighallgatni,végig,hallgat,ni,,
lényegesen,lényeg,es,en,2,
jegyeznem,jegy,ez,nem,,
halottkémet,hal,ott,kémet,,
halottkémet,halo,tt,kémet,,
halottkémet,halott,ké,met,,
halottkémet,halott,kém,et,,
rendőrre,rend,őr,re,,
tanulással,tanul,ás,sal,,
tanulással,tanul,áss,al,,
embereiddel,embere,id,del,,
lifthez,li,ft,hez,,
nagykövettel,nagy,követ,tel,,
patricket,pa,trick,et,,
patricket,pat,ric,ket,,
patricket,pat,rick,et,,
záratni,zár,at,ni,,
tudatja,tud,at,ja,,
országomat,ország,om,at,,
hartmann,ha,rt,mann,,
koronahercegnő,korona,herceg,nő,,
adhattam,ad,hat,tam,,
műsorból,mű,sor,ból,,
nagymamát,nagy,ma,mát,,
személytől,sze,mély,től,,
mcallister,mc,al,lister,,
jelöltnek,jel,ölt,nek,,
tervrajzok,terv,rajz,ok,,
pegazus,peg,az,us,,
habbal,ha,bb,al,,
emeletén,emel,et,én,,
mindkettőnkkel,mind,kettőnk,kel,,
formaság,for,mas,ág,,
testvéreimet,testvér,ei,met,,
testvéreimet,testvére,im,et,,
kínszenvedés,kín,szenved,és,,
alapjaiban,alap,jai,ban,,
németországot,né,met,országot,,
németországot,német,ország,ot,2,
tamsin,ta,ms,in,,
minőséget,mi,nős,éget,,
minőséget,min,ős,éget,,
vasútállomáson,vas,út,állomáson,,
vasútállomáson,vasút,állomás,on,,
lábnyomot,láb,nyom,ot,,
fiatalemberrel,fia,tal,emberrel,,
fiatalemberrel,fiat,al,emberrel,,
élteti,él,te,ti,2,
vitaminok,vita,min,ok,,
irányíthatja,irányít,hat,ja,,
tankokat,tan,ko,kat,,
tankokat,tank,ok,at,,
ölnének,öl,né,nek,,
pegasus,peg,as,us,,
korall,ko,ra,ll,,
keverednek,ke,vered,nek,,
keverednek,kev,ered,nek,,
keverednek,kever,ed,nek,,
humorod,hu,mo,rod,,
mentsenek,ment,se,nek,3,ment se nek
rábukkantam,rá,bukkan,tam,,
rábukkantam,rá,bukkant,am,,
adatbázisba,adat,bázis,ba,,
fenevadat,fe,ne,vadat,,
fenevadat,fene,vad,at,,
irányíthatod,irányít,ha,tod,,
járműveket,jár,műve,ket,,
járműveket,jár,művek,et,,
járműveket,jármű,ve,ket,,
straker,st,rak,er,,
füleimnek,füle,im,nek,,
válladra,váll,ad,ra,,
tanácsadóként,tanács,adó,ként,,
végrehajtva,vég,re,hajtva,,
végrehajtva,végre,hajt,va,,
életformát,él,et,formát,,
életformát,élet,for,mát,2,
hulljon,hu,ll,jon,,
ajánlottál,ajánl,ot,tál,,
ajánlottál,ajánl,ott,ál,,
hajtva,ha,jt,va,,
politikusokat,politikus,ok,at,,
mellettetek,me,ll,ettetek,,
autópályára,au,tó,pályára,,
örökkévalóságot,örök,ké,valóságot,,
örökkévalóságot,örökké,valóság,ot,,
karamell,ka,ra,mell,,
karamell,kar,ame,ll,,
karamell,kara,me,ll,,
vetettél,ve,tett,él,,
vetettél,vet,et,tél,,
bámulatosan,bá,mulat,osan,,
bámulatosan,bámul,at,osan,,
jelöltje,jel,ölt,je,,
gyógyszereidet,gyógyszere,id,et,,
hasson,ha,ss,on,2,
munkátokat,munkát,ok,at,,
michigani,michi,ga,ni,,
változtatásokat,változtat,ások,at,,
változtatásokat,változtatás,ok,at,,
parkolóhelyet,parkoló,hely,et,,
barátaitok,barát,ai,tok,,
sírásó,sí,rá,só,,
james-t,ja,me,s-t,,
maverick,ma,ve,rick,,
galambom,ga,lamb,om,,
massimo,mas,si,mo,,
versenyeznek,verseny,ez,nek,2,
másokról,má,sok,ról,2,
másokról,más,ok,ról,2,
havert,ha,ve,rt,,
jutalmát,ju,tal,mát,,
jutalmát,jut,al,mát,,
portlandi,port,lan,di,,
holmijai,hol,mi,jai,2,
számításokat,számít,ások,at,,
dieter,di,et,er,,
druida,dr,ui,da,,
vezetőjeként,vezető,je,ként,2,
nightingale,night,in,gale,,
képzelheti,képzel,he,ti,,
tudjatok,tud,ja,tok,,
tudjatok,tudj,at,ok,,
lábtörlő,láb,tör,lő,,
rendfenntartó,rend,fenn,tartó,,
gyártásvezető,gyárt,ás,vezető,,
áradás,ár,ad,ás,,
szolgáltatások,szolgált,at,ások,,
szolgáltatások,szolgáltat,ás,ok,,
forgatok,for,ga,tok,,
pasasok,pa,sa,sok,,
pasasok,pa,sas,ok,,
pasasok,pas,as,ok,,
péntekenként,péntek,en,ként,2,
dokkaebi,dokk,ae,bi,,
hálószobám,há,ló,szobám,,
asztalomhoz,asztal,om,hoz,,
utasítanom,utasít,an,om,,
közveszélyes,köz,veszély,es,,
véleményedre,vélemény,ed,re,,
bűncselekménynek,bűn,cselekmény,nek,,
szenvedjenek,szenved,je,nek,,
újságírónak,újság,író,nak,2,
figyelnének,figyel,né,nek,,
rémültem,rém,ült,em,,
raktuk,ra,kt,uk,,
vishal,vi,sh,al,,
halálért,hal,ál,ért,,
társadat,társ,ad,at,,
yoshida,yo,sh,ida,,
yoshida,yo,shi,da,,
tagadhatom,tag,adhat,om,,
vezetőségi,vezet,ős,égi,,
csókolóztál,csókol,óz,tál,,
virágom,vir,ág,om,,
szárnyalni,szárny,al,ni,,
zúzódásokat,zúzódás,ok,at,,
munkamániás,mun,ka,mániás,,
örökölni,örök,öl,ni,,
miamiból,mi,ami,ból,2,
miamiból,mia,mi,ból,,
aktiválás,ak,ti,válás,,
prímán,pr,ím,án,,
tanítalak,tanít,al,ak,,
rövidlátó,rövid,lá,tó,,
kínzott,kín,zo,tt,,
helyiségbe,hely,is,égbe,2,
vonalba,von,al,ba,,
gyémántokkal,gyémánt,ok,kal,,
érdemem,érd,em,em,,
pakolja,pa,kol,ja,,
etikett,et,ike,tt,,
bankszámlát,bank,szám,lát,2,
rágyújtok,rá,gyújt,ok,,
számítógéphez,számító,gép,hez,2,
családotok,család,ot,ok,,
dobálnak,do,bál,nak,,
dobálnak,dob,ál,nak,,
félrevezetett,fél,re,vezetett,2,
szárnyakkal,szárny,ak,kal,,
valóságosak,valóság,os,ak,,
boszorkányokat,boszorkány,ok,at,,
kocsinkat,ko,csin,kat,,
hívhatok,hív,ha,tok,,
hívhatok,hív,hat,ok,,
részidős,rész,id,ős,,
büntetésből,büntet,és,ből,,
életemhez,élet,em,hez,2,
városomban,város,om,ban,2,
fausto,fa,us,to,,
magániskolába,mag,án,iskolába,,
kevertél,ke,ver,tél,,
kevertél,ke,vert,él,,
kevertél,kev,er,tél,,
apátokat,apát,ok,at,,
klubokban,klub,ok,ban,2,
ismerősei,is,mer,ősei,,
ismerősei,ismer,ős,ei,,
hangnemet,hang,ne,met,,
hangnemet,hang,nem,et,,
füledet,fül,ed,et,,
lányához,lány,áh,oz,,
hatalmasok,hat,alma,sok,2,
eshetőség,eshet,ős,ég,,
helyieket,hely,ie,ket,,
csomagjait,csomag,ja,it,,
vagyonomat,vagyon,om,at,,
melónak,me,ló,nak,,
mentenie,men,ten,ie,,
mentenie,ment,en,ie,2,
boldogtalanok,boldog,talan,ok,,
adhatott,ad,hat,ott,2,
gondolkozzatok,gondolkozz,at,ok,,
kardokat,kar,do,kat,,
kardokat,kar,dok,at,,
kardokat,kard,ok,at,,
népemnek,nép,em,nek,,
nézőpontból,néző,pont,ból,,
jóbarátom,jó,barát,om,,
nézegetem,néz,eget,em,,
tudósokat,tudós,ok,at,,
mutassatok,mutass,at,ok,,
oktass,ok,ta,ss,,
végigmenni,vég,ig,menni,2,
végigmenni,végig,men,ni,,
helyénvalónak,helyén,va,lónak,,
helyénvalónak,helyén,való,nak,2,
hazahoztam,haza,hoz,tam,2,
alkalomadtán,alkalom,ad,tán,,
műtétről,mű,tét,ről,,
amerikaiakkal,amerikai,ak,kal,,
holttesten,ho,lt,testen,,
holttesten,ho,ltt,esten,,
holttesten,hol,tt,esten,,
holttesten,holt,test,en,2,
pontszámot,pont,szám,ot,2,
luxust,lu,xu,st,,
játékomat,játék,om,at,,
tévesszen,téve,ss,zen,,
hitvesem,hi,tv,esem,,
hitvesem,hit,ve,sem,,
kattints,kat,tin,ts,,
mitévők,mit,év,ők,2,
táncoljatok,táncol,ja,tok,,
táncoljatok,táncolj,at,ok,,
gyermekeinek,gyermek,ei,nek,2,
egyetértetek,egy,et,értetek,,
butának,bu,tán,ak,,
butának,but,án,ak,,
férfiba,fér,fi,ba,,
thaiföldre,thai,föl,dre,,
thaiföldre,thai,föld,re,2,
művelte,mű,vel,te,2,
aludjanak,aludj,an,ak,,
autólopás,au,tó,lopás,,
autólopás,autó,lop,ás,,
dolgotokat,dolgot,ok,at,,
gyilkosokkal,gyilkos,ok,kal,,
hagymával,hagy,má,val,,
remegnek,rem,eg,nek,,
tisztelegni,tisztel,eg,ni,,
sadako,sa,da,ko,,
mindegyikünknek,mind,egyikünk,nek,2,
válással,vá,láss,al,,
capital,cap,it,al,,
karennek,ka,ren,nek,,
karennek,kar,en,nek,2,
kenőpénz,ke,nő,pénz,,
hadjáratot,had,járat,ot,,
kétféleképpen,két,féle,képpen,2,
kétféleképpen,két,félek,éppen,3,két félek éppen
kétféleképpen,kétféle,kép,pen,,
segítségemmel,segítség,em,mel,,
heteket,he,te,ket,,
evésre,ev,és,re,2,
kínoztak,kín,oz,tak,,
jósolni,jó,sol,ni,,
borjút,bo,rj,út,,
erőknél,er,ők,nél,2,
kérdezget,kérd,ez,get,,
napjaid,nap,ja,id,,
barlangok,bar,lang,ok,,
kétségbeesettnek,kétségbe,esett,nek,2,
faterod,fa,te,rod,,
nyomoztak,nyom,oz,tak,,
alkunak,al,ku,nak,,
ilyened,il,ye,ned,,
ilyened,il,yen,ed,,
ilyened,ily,en,ed,,
álmaikat,ál,mai,kat,,
mégegyet,még,egy,et,2,
tombolt,tom,bo,lt,,
sógorod,só,go,rod,,
sebészeten,sebész,et,en,,
rendszámtábla,rend,szám,tábla,,
dalait,da,la,it,,
állítható,állít,ha,tó,,
titkokkal,ti,tk,okkal,,
toronto,to,ron,to,,
toronto,tor,on,to,,
kötelesek,kö,tel,esek,,
vetetni,vet,et,ni,,
teához,te,áh,oz,,
jólétet,jó,lét,et,,
zavartalak,zavar,tal,ak,,
zavartalak,zavart,al,ak,,
fájdalomról,fáj,dalom,ról,2,
federico,fe,de,rico,,
lábatokat,lába,to,kat,,
lábatokat,lába,tok,at,,
lábatokat,lábat,ok,at,,
fulton,fu,lt,on,,
háztartás,ház,tart,ás,2,
pakolok,pa,kol,ok,,
keresnivalód,keres,ni,valód,,
tennivalónk,ten,ni,valónk,,
hajókon,ha,jók,on,2,
bizonyítottad,bizonyít,ot,tad,,
bizonyítottad,bizonyít,ott,ad,,
végetért,vég,et,ért,,
louisban,lou,is,ban,2,
jelölni,jel,öl,ni,,
ajánlottad,ajánl,ot,tad,,
ajánlottad,ajánl,ott,ad,,
fedőneve,fed,őn,eve,,
fedőneve,fedő,ne,ve,,
kérdésnek,kérd,és,nek,2,
bandatagok,ban,da,tagok,,
bandatagok,banda,tag,ok,,
szalonnás,szal,onn,ás,,
sózott,só,zo,tt,,
amikért,ami,ké,rt,,
allegra,all,eg,ra,,
lépcsőről,lép,cső,ről,,
korongot,ko,ron,got,,
korongot,kor,on,got,2,
vágóhídra,vágó,híd,ra,,
védőszentje,védő,szent,je,,
szavazattal,szavaz,at,tal,,
minbari,mi,nba,ri,,
minbari,min,ba,ri,,
élhetett,él,he,tett,,
élhetett,él,hete,tt,,
főnökei,fő,nö,kei,,
juttatom,ju,tt,atom,,
juttatom,jut,ta,tom,2,
welles,we,ll,es,,
szeressem,szer,es,sem,,
szeressem,szer,ess,em,,
professor,pro,fess,or,,
professor,prof,es,sor,,
professor,prof,ess,or,,
választanál,válasz,ta,nál,2,
választanál,válasz,tan,ál,,
választanál,választ,an,ál,,
félreérthető,fél,re,érthető,2,
játékokra,játék,ok,ra,2,
postahivatal,pos,ta,hivatal,,
blackwell,black,we,ll,,
sebésznek,seb,ész,nek,,
ajánlatunkat,ajánlat,un,kat,,
markomban,mark,om,ban,,
mondhatnak,mond,hat,nak,3,mond hat nak
fernandez,fern,and,ez,,
rágondolni,rá,gondol,ni,,
tenyeremet,te,nyerem,et,,
szélesség,szél,ess,ég,,
szélesség,széle,ss,ég,,
rontotta,ront,ot,ta,,
fabian,fa,bi,an,,
mollari,mo,ll,ari,,
szülötte,szül,öt,te,,
ismerőseim,is,mer,őseim,,
vallottak,vall,ot,tak,,
vallottak,vall,ott,ak,,
állomása,ál,lo,mása,,
titkaimat,titka,im,at,,
ígéretedet,ígéret,ed,et,,
pókokat,pók,ok,at,,
kakast,ka,ka,st,,
apaság,ap,as,ág,,
színdarabot,szín,da,rabot,,
színdarabot,szín,darab,ot,,
századot,száz,ad,ot,,
ajkaim,aj,ka,im,,
gondjukat,gond,ju,kat,,
életerő,él,et,erő,,
sebben,se,bb,en,2,
szolgáltató,szolgál,ta,tó,,
mutathatom,mutat,ha,tom,2,
mutathatom,mutat,hat,om,,
szupermodell,szu,per,modell,,
szupermodell,szuper,mo,dell,,
szupermodell,szuper,mode,ll,,
itthagyom,itt,hagy,om,,
testőrei,te,st,őrei,,
testőrei,test,őr,ei,,
jelölés,jel,öl,és,,
kussoljatok,kussolj,at,ok,,
takarókat,ta,karó,kat,,
jelentettél,jel,en,tettél,,
jelentettél,jelen,tett,él,2,
jelentettél,jelent,et,tél,,
újoncokat,újonc,ok,at,,
galvatron,gal,va,tron,,
erőteljesen,erő,teljes,en,2,
céloznak,cél,oz,nak,,
festették,fe,st,ették,,
shelton,she,lt,on,,
erednek,er,ed,nek,,
ölelésre,ölel,és,re,2,
halálosak,halál,os,ak,,
életnagyságban,élet,nagyság,ban,2,
halhatnak,hal,hat,nak,2,
műtéted,mű,tét,ed,,
lucynak,lu,cy,nak,,
gyümölcsöket,gyümölcs,ök,et,,
hazahozta,haza,hoz,ta,2,
ugyanahhoz,ugy,an,ahhoz,,
ugyanahhoz,ugyan,ah,hoz,2,
ugyanahhoz,ugyan,ahh,oz,,
érveket,ér,ve,ket,,
vitaminokat,vitamin,ok,at,,
mindkétszer,mind,két,szer,2,
rohamra,ro,ham,ra,,
ágyamon,ág,ya,mon,,
ágyamon,ágy,am,on,,
sárkányokat,sárkány,ok,at,,
világának,világ,án,ak,,
tekintetem,tekint,et,em,,
hónapokra,hó,nap,okra,,
hónapokra,hó,napok,ra,,
hónapokra,hónap,ok,ra,2,
mellkast,mell,ka,st,,
őrködöm,őr,köd,öm,,
tolass,to,la,ss,,
jóképűbb,jó,képű,bb,,
számítógépem,számító,gép,em,,
kutass,ku,ta,ss,,
paintball,pa,int,ball,,
magassarkú,mag,as,sarkú,,
korának,ko,rá,nak,2,
korának,kor,án,ak,,
alsóbbrendű,alsó,bb,rendű,,
olyasvalakire,oly,as,valakire,,
olyasvalakire,olyas,val,akire,,
olyasvalakire,olyas,valaki,re,2,
műfajom,mű,faj,om,,
létrehoztunk,lét,re,hoztunk,,
parkolj,par,ko,lj,,
mereven,mer,ev,en,,
delaware,de,law,are,,
delaware,del,aw,are,,
action,ac,ti,on,2,
férjéhez,fér,jé,hez,,
gonosztevők,gonoszt,ev,ők,,
szereplője,szerep,lő,je,,
oregoni,or,ego,ni,,
végrehajtott,vég,re,hajtott,,
végrehajtott,végre,hajt,ott,2,
randiról,ran,di,ról,,
fiatalemberek,fia,tal,emberek,2,
fiatalemberek,fiat,al,emberek,,
magácska,mag,ács,ka,,
lopjon,lo,pj,on,,
gondolhatott,gon,dol,hatott,,
gondolhatott,gondol,hat,ott,2,
boltnál,bo,lt,nál,,
bocsátottam,bocsát,ot,tam,,
bocsátottam,bocsát,ott,am,,
korlátozva,korlát,oz,va,,
emészti,em,ész,ti,,
pisilj,pi,si,lj,,
stanfordra,stan,ford,ra,,
drótokat,drót,ok,at,,
keféltél,ke,fél,tél,,
keféltél,ke,félt,él,,
műanyagot,mű,anya,got,,
műanyagot,mű,anyag,ot,,
veszettül,ve,szett,ül,,
libanoni,liba,no,ni,,
hawaiin,ha,wai,in,,
diliházban,di,li,házban,,
diliházban,dili,ház,ban,2,
koszonom,kosz,on,om,,
kárhozat,kár,hoz,at,2,
műsorok,mű,sor,ok,,
sérülésnek,sérül,és,nek,2,
dátumokat,dátum,ok,at,,
nézőket,néz,ők,et,2,
gondolhatta,gondol,hat,ta,,
csontjaim,csont,ja,im,,
seggfejeket,segg,feje,ket,,
seggfejeket,segg,fejek,et,,
rimmer,ri,mm,er,,
ahjusshi,ah,juss,hi,,
örültség,örül,ts,ég,,
pasihoz,pa,si,hoz,,
kedvedben,kedve,db,en,,
tanároknak,tan,árok,nak,,
tanároknak,tanár,ok,nak,2,
bobbynak,bob,by,nak,,
tesztelés,tesz,tel,és,2,
idővonalat,idő,vonal,at,,
motorod,mo,to,rod,,
használhatta,használ,hat,ta,,
halálsoron,hal,ál,soron,,
halálsoron,halál,so,ron,,
halálsoron,halál,sor,on,3,halál sor on
karöltve,kar,ölt,ve,,
gyermekeimet,gyermek,ei,met,,
gyermekeimet,gyermeke,im,et,,
keltettél,ke,lt,ettél,,
keltettél,kel,tett,él,,
keltettél,kelt,et,tél,,
támadásért,támad,ás,ért,,
mindezeket,mind,ezek,et,2,
filmemet,film,em,et,,
próbaidőre,próba,id,őre,,
próbaidőre,próba,idő,re,2,
ölteni,öl,te,ni,,
alkalmatlannak,alkalmat,lan,nak,,
valamik,va,la,mik,,
machete,ma,che,te,,
machete,mac,he,te,,
helyezed,hel,ye,zed,,
helyezed,hely,ez,ed,,
láthasson,lát,has,son,,
társadalomra,társa,dalom,ra,,
dolgaikat,dol,gai,kat,,
tanácsadóval,tanács,adó,val,,
watanabe,wa,tan,abe,,
észrevegye,ész,re,vegye,,
testvérünket,test,vérünk,et,,
flörtölés,flört,öl,és,,
jelenete,jele,ne,te,,
darabbal,da,rab,bal,,
darabbal,dar,ab,bal,,
energon,en,er,gon,,
törmeléket,tör,mel,éket,,
gerincvelő,gerinc,ve,lő,,
mondjál,mon,dj,ál,,
kalózokat,kalóz,ok,at,,
ártottak,árt,ot,tak,,
ártottak,árt,ott,ak,,
bocsátotta,bocsát,ot,ta,,
angelával,ange,lá,val,,
gyilkosságokhoz,gyilkosság,ok,hoz,,
nathalie,nat,hal,ie,,
plakátokat,plakát,ok,at,,
büntetőjogi,büntető,jo,gi,,
aknamező,ak,na,mező,,
taposni,ta,pos,ni,,
nemesebb,ne,mese,bb,,
szolgálattól,szolgál,at,tól,,
újabbat,új,ab,bat,,
nevelést,neve,lé,st,,
váltatok,vált,at,ok,,
agyunkat,agy,un,kat,,
napraforgó,nap,ra,forgó,2,
hongkongban,hong,kong,ban,,
nővérei,nő,vér,ei,,
menyasszonyomat,menyasszony,om,at,,
magyaráz,mag,ya,ráz,,
történetei,történ,et,ei,,
gondoskodjatok,gondoskodj,at,ok,,
hitvese,hit,ve,se,,
egyenértékű,eg,yen,értékű,,
egyenértékű,egy,en,értékű,2,
kertem,ke,rt,em,,
évszázados,év,század,os,,
késedelem,kése,del,em,,
sértegess,sért,eg,ess,,
rejtegetnivalóm,rejteget,ni,valóm,,
partridge,pa,rt,ridge,,
humort,hu,mo,rt,,
anyatermészet,an,ya,természet,,
